IDPOL,INIVIG,Año,Mes,Tipo,Sexo_Titular,Sexo_Adjunto,ECON_Titular,ECON_Adjunto,Status_Titular,Status_Adjunto,PROD,SAF,SAD,CREC,%CREC,COB,PAG,DIV,MON,SIT,F_GAR
214,15/04/2021,2021,4,Individual,F,M,33,24,NFND,FD,T,2008520,NA,NA,NA,25,8,NA,USD,Normal,NA
213,15/04/2021,2021,4,Vida Conjunta,F,M,36,32,FD,NFD,T,1229000,NA,NA,NA,15,15,NA,MXN,Normal,NA
212,15/04/2021,2021,4,Individual,F,M,40,43,NFD,NFD,T,1106230,NA,NA,NA,15,3,NA,MXN,Normal,NA
211,15/04/2021,2021,4,Individual,F,F,52,51,NFND,FND,DM,368530,368530,NA,NA,10,7,SI,MXN,Normal,NA
210,15/04/2021,2021,4,Individual,M,F,36,36,NFD,NFD,V,264890,NA,NA,NA,NA,1,NA,MXN,Normal,NA
209,15/04/2021,2021,4,Último Superviviente,M,M,41,51,NFND,NFND,DM,593380,593380,NA,NA,5,2,SI,MXN,Normal,NA
207,15/04/2021,2021,4,Individual,F,M,37,43,NFD,NFD,V,167060,NA,FIJO,0.029,NA,2,NA,MXN,Normal,NA
206,15/04/2021,2021,4,Individual,F,M,22,18,NFD,NFD,T,111320,NA,NA,NA,15,10,NA,MXN,Normal,NA
205,15/04/2021,2021,4,Vida Conjunta,M,F,35,36,NFND,NFND,T,757240,NA,NA,NA,10,5,NA,MXN,Normal,NA
204,15/04/2021,2021,4,Vida Conjunta,F,M,48,48,NFND,FND,V,488290,NA,NA,NA,NA,1,NA,MXN,Normal,NA
203,15/04/2021,2021,4,Individual,M,M,62,65,NFND,NFND,V,454670,NA,VARIABLE,0.037,NA,44,NA,MXN,Normal,NA
202,15/04/2021,2021,4,Último Superviviente,F,F,32,38,NFND,NFND,DM,189000,189000,NA,NA,15,15,SI,MXN,Normal,NA
208,15/04/2021,2021,4,Individual,M,M,45,45,NFND,NFD,DM,181670,181670,NA,NA,25,11,SI,MXN,Normal,NA
225,16/04/2021,2021,4,Vida Conjunta,M,F,50,50,FND,FD,V,92280,NA,NA,NA,NA,40,NA,UDI,Normal,NA
230,16/04/2021,2021,4,Individual,M,M,38,38,NFND,FD,T,2198370,NA,NA,NA,10,2,NA,MXN,Normal,NA
229,16/04/2021,2021,4,Individual,F,M,34,34,NFND,FND,DM,641670,509200,NA,NA,15,15,SI,MXN,Normal,NA
228,16/04/2021,2021,4,Vida Conjunta,F,M,50,50,FND,NFND,V,1601310,NA,NA,NA,NA,1,NA,USD,Saldado,2022-04-16
227,16/04/2021,2021,4,Individual,F,F,44,44,NFND,NFD,V,395970,NA,NA,NA,NA,1,NA,MXN,Normal,NA
226,16/04/2021,2021,4,Último Superviviente,F,M,59,59,NFND,NFND,V,185520,NA,NA,NA,NA,9,NA,MXN,Normal,NA
224,16/04/2021,2021,4,Último Superviviente,M,M,38,38,NFD,NFD,T,120510,NA,NA,NA,15,15,NA,MXN,Normal,NA
223,16/04/2021,2021,4,Individual,F,M,34,36,FND,FND,T,189710,NA,NA,NA,10,5,NA,MXN,Normal,NA
221,16/04/2021,2021,4,Individual,F,M,39,36,NFD,NFD,DM,159520,159520,NA,NA,15,15,SI,MXN,Normal,NA
220,16/04/2021,2021,4,Individual,M,M,39,37,NFND,NFD,T,682300,NA,NA,NA,5,5,NA,MXN,Normal,NA
219,16/04/2021,2021,4,Último Superviviente,F,M,33,33,NFND,NFND,T,1485050,NA,NA,NA,10,10,NA,MXN,Normal,NA
218,16/04/2021,2021,4,Vida Conjunta,M,F,37,37,NFND,FD,T,647080,NA,NA,NA,20,20,NA,MXN,Normal,NA
217,16/04/2021,2021,4,Vida Conjunta,M,F,52,48,FND,FND,T,244530,NA,NA,NA,15,15,NA,MXN,Normal,NA
216,16/04/2021,2021,4,Individual,M,F,36,41,NFND,FD,T,135720,NA,NA,NA,20,20,NA,MXN,Normal,NA
215,16/04/2021,2021,4,Vida Conjunta,F,F,45,50,NFND,NFD,DM,855610,855610,NA,NA,10,10,SI,UDI,Normal,NA
222,16/04/2021,2021,4,Vida Conjunta,F,F,52,42,NFND,FND,T,767500,NA,NA,NA,15,15,NA,MXN,Normal,NA
238,17/04/2021,2021,4,Individual,F,M,40,40,FND,FD,T,391170,NA,VARIABLE,0.019,25,25,NA,MXN,Normal,NA
237,17/04/2021,2021,4,Individual,M,M,41,41,NFND,NFND,T,1354460,NA,NA,NA,20,20,NA,MXN,Normal,NA
236,17/04/2021,2021,4,Individual,F,F,61,56,NFND,NFND,V,143700,NA,NA,NA,NA,8,NA,MXN,Normal,NA
235,17/04/2021,2021,4,Individual,M,F,55,59,NFND,NFD,V,714690,NA,NA,NA,NA,32,NA,USD,Normal,NA
233,17/04/2021,2021,4,Individual,M,F,42,39,NFD,NFND,V,740140,NA,NA,NA,NA,43,NA,MXN,Normal,NA
232,17/04/2021,2021,4,Individual,F,M,48,49,FND,FND,DM,1386750,1386750,NA,NA,15,15,SI,MXN,Normal,NA
231,17/04/2021,2021,4,Individual,F,M,42,37,NFND,FD,T,142060,NA,NA,NA,20,20,NA,MXN,Normal,NA
234,17/04/2021,2021,4,Individual,M,F,41,51,FD,NFD,T,306840,NA,NA,NA,10,10,NA,UDI,Normal,NA
246,18/04/2021,2021,4,Vida Conjunta,F,M,40,35,NFND,FND,DM,1305270,1305270,NA,NA,10,10,SI,MXN,Normal,NA
249,18/04/2021,2021,4,Individual,M,F,44,37,NFND,FND,DM,989490,989490,NA,NA,10,1,SI,UDI,Normal,NA
248,18/04/2021,2021,4,Individual,M,M,44,44,FND,FND,T,493140,NA,NA,NA,25,25,NA,UDI,Normal,NA
247,18/04/2021,2021,4,Vida Conjunta,F,M,49,49,FND,NFND,DM,700530,700530,NA,NA,10,10,SI,MXN,Normal,NA
245,18/04/2021,2021,4,Último Superviviente,F,M,42,42,FND,NFND,DM,160950,160950,NA,NA,10,8,SI,UDI,Saldado,2026-04-18
244,18/04/2021,2021,4,Individual,M,M,41,33,NFND,NFND,DM,319550,Última,VARIABLE,0.04,10,9,SI,MXN,Normal,NA
243,18/04/2021,2021,4,Individual,F,M,40,43,NFND,NFND,DM,1343180,1343180,NA,NA,25,25,SI,MXN,Normal,NA
242,18/04/2021,2021,4,Último Superviviente,F,M,55,60,FND,FD,DM,93780,93780,NA,NA,5,4,SI,MXN,Normal,NA
241,18/04/2021,2021,4,Vida Conjunta,F,F,19,19,NFND,FND,T,3156960,NA,NA,NA,15,1,NA,MXN,Normal,NA
240,18/04/2021,2021,4,Último Superviviente,F,M,50,41,NFD,FD,V,440940,NA,NA,NA,NA,43,NA,UDI,Normal,NA
239,18/04/2021,2021,4,Individual,M,F,40,39,NFND,NFND,T,816890,NA,FIJO,0.012,5,3,NA,MXN,Normal,NA
258,19/04/2021,2021,4,Individual,F,M,32,24,NFND,NFND,DM,811990,811990,NA,NA,10,3,SI,MXN,Normal,NA
257,19/04/2021,2021,4,Individual,M,F,50,41,NFND,NFND,DM,1007360,858060,NA,NA,5,5,SI,MXN,Normal,NA
256,19/04/2021,2021,4,Vida Conjunta,M,M,41,41,FND,FND,T,485500,NA,NA,NA,15,15,NA,MXN,Normal,NA
259,19/04/2021,2021,4,Individual,F,M,30,30,NFD,NFND,DM,120220,120220,NA,NA,15,1,SI,MXN,Normal,NA
255,19/04/2021,2021,4,Vida Conjunta,F,F,37,35,FND,NFND,T,429750,NA,NA,NA,10,3,NA,MXN,Normal,NA
252,19/04/2021,2021,4,Individual,F,M,49,49,NFND,NFND,T,128350,NA,VARIABLE,0.032,15,15,NA,MXN,Normal,NA
253,19/04/2021,2021,4,Individual,M,M,49,39,NFD,NFD,DM,74470,74470,NA,NA,5,3,SI,MXN,Normal,NA
251,19/04/2021,2021,4,Individual,M,F,48,48,NFD,NFD,DM,630200,630200,NA,NA,5,3,SI,MXN,Normal,NA
250,19/04/2021,2021,4,Vida Conjunta,M,M,41,41,FND,NFND,T,22920,NA,NA,NA,15,15,NA,MXN,Normal,NA
254,19/04/2021,2021,4,Individual,M,M,38,38,NFND,NFND,T,142790,NA,FIJO,0.037,5,1,NA,UDI,Normal,NA
269,20/04/2021,2021,4,Individual,M,F,45,45,NFND,NFND,DM,130620,130620,NA,NA,10,8,SI,MXN,Normal,NA
274,20/04/2021,2021,4,Individual,M,F,47,42,NFND,FD,DM,269840,269840,NA,NA,5,5,SI,MXN,Normal,NA
273,20/04/2021,2021,4,Individual,M,F,38,45,NFD,NFD,T,772230,NA,NA,NA,25,25,NA,MXN,Normal,NA
272,20/04/2021,2021,4,Individual,F,M,54,58,FND,FND,V,210040,NA,FIJO,0.021,NA,1,NA,MXN,Normal,NA
271,20/04/2021,2021,4,Individual,F,F,37,32,NFND,NFND,T,1671700,NA,NA,NA,10,1,NA,MXN,Normal,NA
270,20/04/2021,2021,4,Último Superviviente,M,M,42,48,NFND,NFD,T,1451180,NA,NA,NA,10,10,NA,MXN,Normal,NA
268,20/04/2021,2021,4,Individual,F,M,43,43,NFD,NFD,T,60160,NA,NA,NA,20,20,NA,MXN,Normal,NA
275,20/04/2021,2021,4,Individual,F,M,42,38,NFND,NFND,T,561790,NA,NA,NA,5,1,NA,MXN,Normal,NA
266,20/04/2021,2021,4,Individual,M,F,38,38,NFND,NFD,DM,683510,Última,VARIABLE,0.017,5,5,SI,MXN,Normal,NA
265,20/04/2021,2021,4,Individual,M,F,43,52,NFND,NFND,T,1379520,NA,NA,NA,5,1,NA,MXN,Normal,NA
264,20/04/2021,2021,4,Individual,M,F,46,46,NFND,NFND,DM,135340,131820,NA,NA,5,5,SI,USD,Normal,NA
263,20/04/2021,2021,4,Individual,F,M,40,48,NFND,NFD,DM,581830,581830,NA,NA,5,5,SI,MXN,Normal,NA
262,20/04/2021,2021,4,Individual,M,F,50,45,NFND,NFND,V,491700,NA,NA,NA,NA,12,NA,MXN,Normal,NA
261,20/04/2021,2021,4,Individual,F,M,44,44,FND,FND,T,1215880,NA,NA,NA,5,4,NA,MXN,Normal,NA
260,20/04/2021,2021,4,Individual,M,F,35,35,FND,FND,V,342380,NA,NA,NA,NA,35,NA,MXN,Normal,NA
267,20/04/2021,2021,4,Vida Conjunta,M,F,34,27,FND,NFD,DM,1399670,1399670,NA,NA,20,20,SI,MXN,Normal,NA
288,21/04/2021,2021,4,Vida Conjunta,F,F,56,56,FND,FND,V,1760840,NA,NA,NA,NA,17,NA,MXN,Normal,NA
287,21/04/2021,2021,4,Individual,M,M,38,38,FND,FND,T,406830,NA,VARIABLE,0.032,10,3,NA,MXN,Normal,NA
286,21/04/2021,2021,4,Individual,M,F,31,39,FND,FND,T,318790,NA,NA,NA,5,4,NA,MXN,Normal,NA
285,21/04/2021,2021,4,Individual,F,M,50,40,NFND,FND,V,323250,NA,NA,NA,NA,34,NA,MXN,Normal,NA
284,21/04/2021,2021,4,Individual,F,F,52,57,NFND,NFD,V,156800,NA,NA,NA,NA,1,NA,MXN,Normal,NA
283,21/04/2021,2021,4,Individual,F,M,41,50,FD,NFD,T,602280,NA,NA,NA,10,10,NA,MXN,Normal,NA
280,21/04/2021,2021,4,Vida Conjunta,F,F,46,46,FD,FD,V,273510,NA,VARIABLE,0.032,NA,6,NA,MXN,Normal,NA
281,21/04/2021,2021,4,Vida Conjunta,M,M,50,57,NFND,NFD,T,662820,NA,NA,NA,20,1,NA,MXN,Normal,NA
276,21/04/2021,2021,4,Vida Conjunta,M,F,48,40,NFND,NFD,V,333790,NA,NA,NA,NA,53,NA,MXN,Normal,NA
277,21/04/2021,2021,4,Individual,F,M,45,51,NFND,FD,V,2470470,NA,NA,NA,NA,1,NA,MXN,Saldado,2022-04-21
282,21/04/2021,2021,4,Individual,F,M,33,43,FD,FD,T,183710,NA,NA,NA,15,15,NA,USD,Normal,NA
279,21/04/2021,2021,4,Individual,F,M,27,28,NFND,NFND,T,947800,NA,NA,NA,15,2,NA,MXN,Normal,NA
278,21/04/2021,2021,4,Individual,F,F,54,44,NFND,NFND,V,97400,NA,NA,NA,NA,1,NA,MXN,Normal,NA
298,22/04/2021,2021,4,Vida Conjunta,F,M,42,45,NFD,NFD,T,135210,NA,VARIABLE,0.02,5,5,NA,USD,Normal,NA
297,22/04/2021,2021,4,Individual,F,M,51,50,FND,NFND,T,183450,NA,NA,NA,10,2,NA,MXN,Normal,NA
295,22/04/2021,2021,4,Individual,F,M,33,27,NFD,FND,V,340980,NA,NA,NA,NA,51,NA,MXN,Normal,NA
293,22/04/2021,2021,4,Vida Conjunta,F,M,54,54,NFND,NFND,T,346130,NA,NA,NA,20,1,NA,MXN,Normal,NA
296,22/04/2021,2021,4,Último Superviviente,F,M,52,52,NFND,NFND,T,3119120,NA,NA,NA,5,3,NA,MXN,Normal,NA
291,22/04/2021,2021,4,Vida Conjunta,M,F,39,39,FD,FD,DM,1433460,Última,VARIABLE,0.037,10,10,SI,MXN,Normal,NA
290,22/04/2021,2021,4,Individual,F,M,43,50,NFND,FD,V,216590,NA,NA,NA,NA,5,NA,MXN,Normal,NA
289,22/04/2021,2021,4,Individual,F,F,25,32,NFND,FND,T,491060,NA,NA,NA,25,9,NA,MXN,Normal,NA
292,22/04/2021,2021,4,Individual,M,M,33,23,NFND,FND,T,275580,NA,NA,NA,15,9,NA,MXN,Normal,NA
294,22/04/2021,2021,4,Individual,F,M,30,24,NFND,FD,T,485110,NA,NA,NA,15,1,NA,MXN,Normal,NA
307,23/04/2021,2021,4,Último Superviviente,F,M,48,43,NFD,NFD,T,540390,NA,NA,NA,10,10,NA,MXN,Normal,NA
313,23/04/2021,2021,4,Último Superviviente,M,M,39,39,NFD,FND,T,291850,NA,NA,NA,10,7,NA,MXN,Normal,NA
312,23/04/2021,2021,4,Individual,F,M,39,42,NFND,FD,T,728760,NA,NA,NA,10,1,NA,MXN,Normal,NA
311,23/04/2021,2021,4,Individual,M,F,43,43,NFD,NFD,DM,1488400,1488400,NA,NA,5,4,SI,MXN,Normal,NA
310,23/04/2021,2021,4,Individual,M,F,62,62,NFND,NFND,V,657420,NA,NA,NA,NA,35,NA,UDI,Normal,NA
309,23/04/2021,2021,4,Vida Conjunta,F,M,31,31,FD,NFD,T,502520,NA,NA,NA,20,1,NA,MXN,Normal,NA
308,23/04/2021,2021,4,Individual,M,M,52,58,NFD,FD,V,786350,NA,NA,NA,NA,7,NA,MXN,Normal,NA
305,23/04/2021,2021,4,Individual,F,M,54,54,NFND,NFND,V,2577760,NA,NA,NA,NA,54,NA,MXN,Normal,NA
304,23/04/2021,2021,4,Vida Conjunta,M,F,31,29,NFND,NFND,T,827920,NA,NA,NA,20,9,NA,MXN,Normal,NA
303,23/04/2021,2021,4,Vida Conjunta,M,M,34,24,NFND,NFND,T,30430,NA,NA,NA,5,5,NA,UDI,Normal,NA
302,23/04/2021,2021,4,Vida Conjunta,F,M,34,34,FD,FND,T,195380,NA,NA,NA,20,20,NA,MXN,Normal,NA
301,23/04/2021,2021,4,Último Superviviente,F,M,35,43,NFND,NFND,T,365740,NA,VARIABLE,0.048,10,1,NA,MXN,Normal,NA
300,23/04/2021,2021,4,Vida Conjunta,M,M,38,33,NFND,FND,T,1624240,NA,VARIABLE,0.05,15,15,NA,MXN,Saldado,2035-04-23
299,23/04/2021,2021,4,Último Superviviente,M,F,33,33,FD,NFND,T,136020,NA,NA,NA,10,3,NA,USD,Normal,NA
306,23/04/2021,2021,4,Individual,M,F,42,36,NFND,FD,DM,910440,910440,NA,NA,5,5,SI,MXN,Normal,NA
324,24/04/2021,2021,4,Vida Conjunta,M,F,44,44,FD,NFND,T,95970,NA,NA,NA,25,1,NA,MXN,Normal,NA
323,24/04/2021,2021,4,Vida Conjunta,F,M,47,38,NFD,NFD,V,478910,NA,VARIABLE,0.05,NA,1,NA,USD,Normal,NA
322,24/04/2021,2021,4,Individual,M,M,35,35,NFND,NFND,DM,241080,233930,NA,NA,5,5,SI,MXN,Normal,NA
321,24/04/2021,2021,4,Vida Conjunta,M,M,33,33,NFND,NFND,V,1569820,NA,FIJO,0.04,NA,46,NA,MXN,Normal,NA
320,24/04/2021,2021,4,Individual,M,M,38,44,NFND,FD,DM,167490,167490,NA,NA,10,6,SI,MXN,Normal,NA
317,24/04/2021,2021,4,Individual,M,F,24,33,NFND,NFND,T,1768920,NA,NA,NA,5,5,NA,MXN,Normal,NA
318,24/04/2021,2021,4,Individual,F,M,40,40,FND,FD,T,1262860,NA,NA,NA,5,1,NA,MXN,Normal,NA
316,24/04/2021,2021,4,Individual,M,F,38,37,FD,NFND,DM,640330,640330,NA,NA,20,1,SI,MXN,Normal,NA
315,24/04/2021,2021,4,Individual,F,F,47,42,NFND,NFND,V,1850780,NA,NA,NA,NA,23,NA,UDI,Normal,NA
314,24/04/2021,2021,4,Individual,F,M,51,51,NFND,NFND,T,570940,NA,NA,NA,25,1,NA,MXN,Normal,NA
319,24/04/2021,2021,4,Último Superviviente,F,M,40,40,NFND,FND,V,590720,NA,NA,NA,NA,54,NA,MXN,Normal,NA
330,25/04/2021,2021,4,Individual,M,M,40,40,NFND,FND,DM,8000000,8000000,NA,NA,5,4,SI,MXN,Normal,NA
332,25/04/2021,2021,4,Vida Conjunta,M,F,50,50,NFD,NFD,DM,1874710,1874710,NA,NA,5,1,SI,MXN,Normal,NA
331,25/04/2021,2021,4,Último Superviviente,M,F,29,21,NFND,NFND,T,3897490,NA,FIJO,0.013,5,1,NA,MXN,Normal,NA
329,25/04/2021,2021,4,Individual,F,M,42,42,NFND,NFND,T,254410,NA,VARIABLE,0.048,20,20,NA,MXN,Normal,NA
333,25/04/2021,2021,4,Individual,M,F,56,56,FND,FD,DM,2797380,2797380,NA,NA,20,6,SI,MXN,Normal,NA
327,25/04/2021,2021,4,Individual,F,M,46,46,NFD,FD,T,354020,NA,NA,NA,10,1,NA,UDI,Normal,NA
326,25/04/2021,2021,4,Individual,F,F,31,36,NFD,FD,T,68620,NA,NA,NA,25,21,NA,MXN,Normal,NA
325,25/04/2021,2021,4,Individual,F,F,46,46,NFND,FND,DM,280460,280460,NA,NA,5,5,SI,MXN,Normal,NA
328,25/04/2021,2021,4,Vida Conjunta,F,M,38,34,NFND,NFND,T,2664860,NA,NA,NA,15,1,NA,MXN,Normal,NA
343,26/04/2021,2021,4,Individual,M,F,22,22,NFND,NFND,T,551670,NA,NA,NA,25,9,NA,MXN,Normal,NA
340,26/04/2021,2021,4,Vida Conjunta,F,M,53,53,FD,FD,V,105320,NA,NA,NA,NA,1,NA,MXN,Normal,NA
342,26/04/2021,2021,4,Individual,M,M,43,48,FND,FND,T,80440,NA,NA,NA,15,15,NA,USD,Normal,NA
341,26/04/2021,2021,4,Vida Conjunta,F,F,42,52,FD,FND,DM,608440,608440,NA,NA,15,15,SI,MXN,Normal,NA
339,26/04/2021,2021,4,Individual,F,M,41,41,FD,NFD,T,1223790,NA,NA,NA,15,15,NA,MXN,Normal,NA
334,26/04/2021,2021,4,Individual,M,M,41,39,NFD,NFD,V,2654810,NA,NA,NA,NA,1,NA,MXN,Normal,NA
337,26/04/2021,2021,4,Individual,F,F,54,63,NFND,NFND,V,85960,NA,NA,NA,NA,19,NA,MXN,Normal,NA
336,26/04/2021,2021,4,Individual,M,F,34,34,NFND,NFD,T,1485950,NA,NA,NA,5,5,NA,UDI,Normal,NA
335,26/04/2021,2021,4,Último Superviviente,M,M,40,31,FND,FD,T,419000,NA,NA,NA,15,15,NA,MXN,Normal,NA
338,26/04/2021,2021,4,Individual,F,F,35,39,NFND,NFND,DM,394960,394960,NA,NA,25,25,SI,MXN,Normal,NA
357,27/04/2021,2021,4,Individual,F,M,33,33,FND,FND,T,302250,NA,NA,NA,25,20,NA,MXN,Normal,NA
356,27/04/2021,2021,4,Vida Conjunta,M,F,43,53,NFND,NFD,V,1344680,NA,NA,NA,NA,54,NA,MXN,Normal,NA
355,27/04/2021,2021,4,Vida Conjunta,M,F,36,37,NFND,NFND,T,286030,NA,NA,NA,5,4,NA,MXN,Normal,NA
354,27/04/2021,2021,4,Vida Conjunta,F,F,51,49,NFND,NFND,T,424960,NA,NA,NA,10,5,NA,MXN,Normal,NA
353,27/04/2021,2021,4,Último Superviviente,F,F,26,27,FND,NFND,T,60540,NA,NA,NA,15,15,NA,MXN,Normal,NA
351,27/04/2021,2021,4,Individual,F,F,40,36,NFND,NFND,V,791840,NA,NA,NA,NA,3,NA,MXN,Normal,NA
352,27/04/2021,2021,4,Vida Conjunta,F,F,53,45,FND,FND,DM,87340,Última,VARIABLE,0.01,5,5,SI,MXN,Normal,NA
349,27/04/2021,2021,4,Individual,F,M,42,42,NFD,FND,V,95070,NA,VARIABLE,0.02,NA,32,NA,MXN,Normal,NA
348,27/04/2021,2021,4,Vida Conjunta,M,F,38,28,FD,NFND,DM,199810,199810,NA,NA,15,15,SI,MXN,Normal,NA
347,27/04/2021,2021,4,Individual,M,F,54,52,NFND,FD,V,258270,NA,NA,NA,NA,1,NA,MXN,Normal,NA
346,27/04/2021,2021,4,Individual,M,F,47,47,NFD,NFD,T,215150,NA,NA,NA,15,15,NA,MXN,Normal,NA
345,27/04/2021,2021,4,Individual,M,F,34,34,NFND,NFND,T,430740,NA,NA,NA,15,15,NA,MXN,Normal,NA
344,27/04/2021,2021,4,Individual,F,M,43,43,FND,FD,T,57960,NA,NA,NA,20,20,NA,MXN,Normal,NA
350,27/04/2021,2021,4,Vida Conjunta,M,F,49,56,NFD,NFND,V,562970,NA,NA,NA,NA,35,NA,MXN,Normal,NA
367,28/04/2021,2021,4,Vida Conjunta,F,M,48,57,NFND,NFND,V,170190,NA,NA,NA,NA,40,NA,MXN,Normal,NA
372,28/04/2021,2021,4,Vida Conjunta,F,M,50,48,NFND,FD,V,121220,NA,FIJO,0.026,NA,1,NA,MXN,Normal,NA
371,28/04/2021,2021,4,Último Superviviente,M,F,45,53,FND,FND,T,69700,NA,NA,NA,15,15,NA,MXN,Normal,NA
370,28/04/2021,2021,4,Individual,M,M,37,31,NFND,NFND,T,385340,NA,FIJO,0.027,20,20,NA,MXN,Normal,NA
369,28/04/2021,2021,4,Individual,M,F,53,57,NFND,FND,DM,118830,Última,FIJO,0.04,10,10,SI,UDI,Normal,NA
368,28/04/2021,2021,4,Individual,F,F,43,43,NFD,NFD,T,181310,NA,NA,NA,10,10,NA,MXN,Normal,NA
366,28/04/2021,2021,4,Individual,M,F,56,58,NFD,NFD,V,382320,NA,NA,NA,NA,8,NA,MXN,Normal,NA
363,28/04/2021,2021,4,Vida Conjunta,F,M,49,50,NFD,NFD,V,316030,NA,NA,NA,NA,6,NA,MXN,Normal,NA
364,28/04/2021,2021,4,Individual,F,F,46,41,FND,NFD,V,412320,NA,NA,NA,NA,2,NA,MXN,Normal,NA
362,28/04/2021,2021,4,Individual,F,F,46,53,NFND,FND,V,1098650,NA,NA,NA,NA,35,NA,MXN,Normal,NA
361,28/04/2021,2021,4,Individual,F,F,32,29,FD,FD,T,181120,NA,NA,NA,10,10,NA,MXN,Normal,NA
360,28/04/2021,2021,4,Vida Conjunta,F,M,50,49,FND,FD,V,210830,NA,NA,NA,NA,54,NA,USD,Normal,NA
359,28/04/2021,2021,4,Último Superviviente,M,M,36,29,FND,NFD,V,1540040,NA,VARIABLE,0.032,NA,1,NA,MXN,Normal,NA
358,28/04/2021,2021,4,Vida Conjunta,F,M,32,29,NFND,NFD,DM,387350,387350,NA,NA,5,1,SI,MXN,Normal,NA
365,28/04/2021,2021,4,Último Superviviente,F,M,44,52,NFND,NFND,V,500150,NA,NA,NA,NA,1,NA,MXN,Normal,NA
380,29/04/2021,2021,4,Individual,F,M,41,41,NFND,NFND,T,253590,NA,NA,NA,5,4,NA,MXN,Normal,NA
379,29/04/2021,2021,4,Individual,F,M,47,45,NFND,NFND,V,478810,NA,NA,NA,NA,1,NA,MXN,Normal,NA
378,29/04/2021,2021,4,Individual,M,F,33,33,NFD,FD,T,30190,NA,NA,NA,20,20,NA,MXN,Normal,NA
377,29/04/2021,2021,4,Individual,F,M,37,29,NFND,NFND,V,1960710,NA,NA,NA,NA,11,NA,USD,Normal,NA
376,29/04/2021,2021,4,Individual,M,M,44,44,FND,FD,T,1202200,NA,NA,NA,15,12,NA,MXN,Normal,NA
374,29/04/2021,2021,4,Vida Conjunta,M,F,36,37,NFD,NFD,DM,680040,680040,NA,NA,5,3,SI,MXN,Normal,NA
373,29/04/2021,2021,4,Vida Conjunta,F,M,44,53,FND,NFND,T,202990,NA,NA,NA,5,2,NA,MXN,Normal,NA
375,29/04/2021,2021,4,Individual,M,F,52,61,NFD,NFD,V,753120,NA,NA,NA,NA,23,NA,MXN,Normal,NA
388,30/04/2021,2021,4,Individual,F,M,45,35,FND,FND,DM,525450,525450,NA,NA,15,1,SI,MXN,Normal,NA
392,30/04/2021,2021,4,Vida Conjunta,M,F,48,55,FD,FND,V,65270,NA,NA,NA,NA,52,NA,MXN,Normal,NA
393,30/04/2021,2021,4,Individual,F,F,51,49,FND,FND,V,1239190,NA,NA,NA,NA,32,NA,UDI,Normal,NA
390,30/04/2021,2021,4,Individual,F,M,47,47,NFD,NFD,DM,197370,197370,NA,NA,10,10,SI,MXN,Normal,NA
389,30/04/2021,2021,4,Vida Conjunta,F,F,38,38,FND,FND,DM,1102000,1102000,NA,NA,10,10,SI,USD,Normal,NA
387,30/04/2021,2021,4,Individual,F,M,41,44,NFND,FD,DM,601650,Última,VARIABLE,0.015,10,10,SI,MXN,Normal,NA
391,30/04/2021,2021,4,Vida Conjunta,M,F,51,51,FND,FND,T,370110,NA,NA,NA,5,1,NA,MXN,Normal,NA
385,30/04/2021,2021,4,Individual,M,M,42,52,NFND,NFND,DM,72510,Última,FIJO,0.05,20,1,SI,MXN,Normal,NA
384,30/04/2021,2021,4,Último Superviviente,F,F,37,37,NFND,NFND,V,1904580,NA,NA,NA,NA,11,NA,MXN,Normal,NA
383,30/04/2021,2021,4,Individual,F,M,23,23,FND,NFND,DM,677310,677310,NA,NA,10,10,SI,MXN,Normal,NA
382,30/04/2021,2021,4,Individual,M,F,53,53,NFND,NFND,V,982090,NA,NA,NA,NA,1,NA,UDI,Normal,NA
381,30/04/2021,2021,4,Individual,F,F,41,44,NFD,NFD,DM,256460,250320,NA,NA,25,24,SI,MXN,Normal,NA
386,30/04/2021,2021,4,Vida Conjunta,F,M,63,63,NFD,NFD,V,178250,NA,NA,NA,NA,15,NA,MXN,Normal,NA
401,01/05/2021,2021,5,Último Superviviente,M,F,58,52,FND,NFND,V,386220,NA,NA,NA,NA,1,NA,MXN,Normal,NA
400,01/05/2021,2021,5,Individual,M,F,44,49,NFND,NFND,DM,406770,406770,NA,NA,15,7,SI,MXN,Normal,NA
399,01/05/2021,2021,5,Individual,F,F,44,44,NFND,NFND,T,1843620,NA,NA,NA,20,1,NA,USD,Normal,NA
398,01/05/2021,2021,5,Individual,M,F,54,54,NFND,NFND,T,115840,NA,NA,NA,20,20,NA,MXN,Normal,NA
402,01/05/2021,2021,5,Vida Conjunta,M,M,24,34,FND,FD,T,174870,NA,VARIABLE,0.018,15,1,NA,UDI,Normal,NA
396,01/05/2021,2021,5,Individual,F,M,50,46,NFND,NFD,V,594190,NA,VARIABLE,0.043,NA,56,NA,MXN,Normal,NA
395,01/05/2021,2021,5,Último Superviviente,F,F,32,32,NFND,NFND,DM,1056940,1056940,NA,NA,15,2,SI,MXN,Normal,NA
394,01/05/2021,2021,5,Vida Conjunta,F,M,53,48,NFND,FND,T,88300,NA,NA,NA,10,4,NA,MXN,Normal,NA
397,01/05/2021,2021,5,Vida Conjunta,F,F,47,52,NFND,FD,T,181980,NA,NA,NA,10,10,NA,MXN,Normal,NA
413,02/05/2021,2021,5,Individual,M,F,27,27,FND,FND,T,518680,NA,NA,NA,10,10,NA,MXN,Normal,NA
